Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,First Purchase Date,Cohort Month,Churned Flag
343,Male,30,San Francisco,Gold,11809.72,293,4.8,FALSE,38,Satisfied,14-12-2024,2024-12,FALSE
344,Male,27,Miami,Silver,1871.89,47,4,TRUE,271,Unsatisfied,12-05-2025,2025-05,TRUE
345,Female,37,Houston,Bronze,1647.68,59,3.2,FALSE,25,Neutral,09-06-2025,2025-06,FALSE
346,Female,31,New York,Gold,2151.23,59,4.5,TRUE,53,Satisfied,18-02-2026,2026-02,FALSE
347,Male,35,Los Angeles,Silver,1109.48,35,4.3,FALSE,22,Neutral,26-06-2025,2025-06,FALSE
348,Female,41,Chicago,Bronze,1781.77,43,3.6,TRUE,292,Unsatisfied,03-03-2025,2025-03,TRUE
349,Male,28,San Francisco,Gold,3551.41,119,4.9,FALSE,42,Satisfied,12-02-2025,2025-02,FALSE
350,Male,32,Miami,Silver,3831.01,107,3.8,TRUE,7,Unsatisfied,19-03-2025,2025-03,FALSE
351,Female,36,Houston,Bronze,2948.68,75,3.1,FALSE,3,Neutral,01-07-2025,2025-07,FALSE
352,Female,30,New York,Gold,2326.93,75,4.7,TRUE,60,Satisfied,11-02-2026,2026-02,FALSE
353,Male,34,Los Angeles,Silver,3324.47,99,4,FALSE,10,Neutral,06-03-2025,2025-03,FALSE
354,Female,43,Chicago,Bronze,3098.36,96,3.3,TRUE,124,Unsatisfied,09-12-2024,2024-12,FALSE
355,Male,30,San Francisco,Gold,3094.46,96,4.6,FALSE,11,Satisfied,22-12-2024,2024-12,FALSE
356,Male,27,Miami,Silver,256.71,13,4.1,TRUE,158,Unsatisfied,12-09-2025,2025-09,TRUE
357,Female,37,Houston,Bronze,937.02,23,3.4,FALSE,167,Neutral,07-12-2025,2025-12,TRUE
358,Female,31,New York,Gold,5035.54,141,4.5,TRUE,13,Satisfied,19-09-2024,2024-09,FALSE
359,Male,35,Los Angeles,Silver,6443.84,197,4.3,FALSE,3,Neutral,04-09-2024,2024-09,FALSE
360,Female,41,Chicago,Bronze,670.45,25,3.6,TRUE,275,Unsatisfied,23-06-2025,2025-06,TRUE
361,Male,28,San Francisco,Gold,4582.74,153,4.9,FALSE,79,Satisfied,22-10-2024,2024-10,FALSE
362,Male,32,Miami,Silver,1457.85,42,3.8,TRUE,85,Unsatisfied,20-01-2026,2026-01,TRUE
363,Female,36,Houston,Bronze,3140.6,87,3.1,FALSE,25,Neutral,06-01-2025,2025-01,FALSE
364,Female,30,New York,Gold,7840.94,215,4.7,TRUE,90,Satisfied,13-10-2024,2024-10,FALSE
365,Male,34,Los Angeles,Silver,1137.38,24,4.1,FALSE,21,Neutral,14-04-2026,2026-04,FALSE
366,Female,43,Chicago,Bronze,586.2,21,3.3,TRUE,450,Unsatisfied,25-10-2024,2024-10,TRUE
367,Male,30,San Francisco,Gold,4520.87,146,4.8,FALSE,17,Satisfied,06-12-2024,2024-12,FALSE
368,Male,27,Miami,Silver,2143.86,51,4.1,TRUE,371,Unsatisfied,04-10-2024,2024-10,TRUE
369,Female,37,Houston,Bronze,1085.9,33,3.4,FALSE,582,Neutral,22-09-2024,2024-09,TRUE
370,Female,31,New York,Gold,11295.04,330,4.5,TRUE,0,Satisfied,13-08-2024,2024-08,FALSE
371,Male,35,Los Angeles,Silver,4039.06,119,4.1,FALSE,54,Neutral,27-08-2024,2024-08,FALSE
372,Female,41,Chicago,Bronze,1557.17,60,3.6,TRUE,187,Unsatisfied,10-11-2024,2024-11,TRUE
373,Male,28,San Francisco,Gold,7910.11,220,4.9,FALSE,17,Satisfied,22-08-2024,2024-08,FALSE
374,Male,32,Miami,Silver,795.11,24,3.8,TRUE,197,Unsatisfied,21-06-2025,2025-06,TRUE
375,Female,36,Houston,Bronze,4540.36,114,3,FALSE,57,Neutral,12-07-2025,2025-07,FALSE
376,Female,30,New York,Gold,8613.45,244,4.5,TRUE,1,Satisfied,25-02-2025,2025-02,FALSE
377,Male,33,Los Angeles,Silver,2222.62,62,4.2,FALSE,326,Neutral,15-01-2025,2025-01,TRUE
378,Female,43,Chicago,Bronze,2576.01,69,3.3,TRUE,17,Unsatisfied,09-04-2025,2025-04,FALSE
379,Male,30,San Francisco,Gold,2634.72,83,4.6,FALSE,1,Satisfied,23-03-2026,2026-03,FALSE
380,Male,27,Miami,Silver,2593.54,66,4.1,TRUE,49,Unsatisfied,05-02-2026,2026-02,FALSE
381,Female,37,Houston,Bronze,3745.59,108,3.4,FALSE,132,Neutral,21-08-2024,2024-08,FALSE
382,Female,31,New York,Gold,9416.27,282,4.5,TRUE,4,Satisfied,02-11-2024,2024-11,FALSE
383,Male,35,Los Angeles,Silver,3643.03,123,4.3,FALSE,220,Neutral,01-12-2024,2024-12,TRUE
384,Female,41,Chicago,Bronze,1643.41,36,3.6,TRUE,457,Unsatisfied,27-12-2024,2024-12,TRUE
385,Male,28,San Francisco,Gold,5512.4,149,4.9,FALSE,31,Satisfied,25-05-2025,2025-05,FALSE
386,Male,32,Miami,Silver,3986.84,92,3.8,TRUE,164,Unsatisfied,01-03-2025,2025-03,TRUE
387,Female,36,Houston,Bronze,3742.5,92,3.1,FALSE,54,Neutral,25-08-2024,2024-08,FALSE
388,Female,30,New York,Gold,4587.96,163,4.7,TRUE,3,Satisfied,20-02-2025,2025-02,FALSE
389,Male,34,Los Angeles,Silver,3337.59,82,4.1,FALSE,3,Neutral,23-05-2025,2025-05,FALSE
390,Female,43,Chicago,Bronze,194.41,7,3.3,TRUE,676,Unsatisfied,20-09-2024,2024-09,TRUE
391,Male,30,San Francisco,Gold,5164.26,146,4.8,FALSE,12,Satisfied,11-01-2026,2026-01,FALSE
392,Male,27,Miami,Silver,186.21,13,4.1,TRUE,705,Unsatisfied,22-08-2024,2024-08,TRUE
393,Female,37,Houston,Bronze,446.62,16,3.4,FALSE,74,Neutral,12-05-2026,2026-05,FALSE
394,Female,31,New York,Gold,5739.45,161,4.5,TRUE,26,Satisfied,04-09-2024,2024-09,FALSE
395,Male,35,Los Angeles,Silver,371.89,13,4.1,FALSE,92,Neutral,08-01-2026,2026-01,TRUE
396,Female,41,Chicago,Bronze,479.03,20,3.6,TRUE,33,Unsatisfied,06-04-2026,2026-04,FALSE
397,Male,28,San Francisco,Gold,186.35,5,4.9,FALSE,6,Satisfied,22-07-2026,2026-07,FALSE
398,Male,32,Miami,Silver,1263.72,43,3.8,TRUE,17,Unsatisfied,04-12-2025,2025-12,FALSE
399,Female,36,Houston,Bronze,2702.01,61,3,FALSE,87,Neutral,11-11-2025,2025-11,TRUE
400,Female,30,New York,Gold,4333.9,121,4.5,TRUE,33,Satisfied,06-07-2025,2025-07,FALSE
401,Male,33,Los Angeles,Silver,2632.51,68,4.1,FALSE,24,Neutral,01-11-2025,2025-11,FALSE
402,Female,43,Chicago,Bronze,2437.44,64,3.3,TRUE,116,Unsatisfied,13-10-2024,2024-10,FALSE
403,Male,30,San Francisco,Gold,3526.23,110,4.6,FALSE,50,Satisfied,02-05-2025,2025-05,FALSE
404,Male,27,Miami,Silver,198.03,14,4.1,TRUE,383,Unsatisfied,24-04-2025,2025-04,TRUE
405,Female,37,Houston,Bronze,1742.52,57,3.4,FALSE,49,Neutral,21-02-2026,2026-02,FALSE
406,Female,31,New York,Gold,4633.82,139,4.5,TRUE,32,Satisfied,10-03-2025,2025-03,FALSE
407,Male,35,Los Angeles,Silver,2134.74,64,4.3,FALSE,29,Neutral,23-02-2025,2025-02,FALSE
408,Female,41,Chicago,Bronze,1436.11,49,3.6,TRUE,66,Unsatisfied,20-07-2025,2025-07,FALSE
409,Male,28,San Francisco,Gold,14963.79,395,4.9,FALSE,12,Satisfied,13-12-2024,2024-12,FALSE
410,Male,32,Miami,Silver,3528.23,126,3.8,TRUE,47,Unsatisfied,18-10-2024,2024-10,FALSE
411,Female,36,Houston,Bronze,4500.53,139,3.1,FALSE,24,Neutral,22-04-2025,2025-04,FALSE
412,Female,30,New York,Gold,4816.72,142,4.7,TRUE,51,Satisfied,15-03-2025,2025-03,FALSE
413,Male,34,Los Angeles,Silver,8665.17,251,4.1,FALSE,19,Neutral,24-12-2024,2024-12,FALSE
414,Female,43,Chicago,Bronze,2465.84,92,3.3,TRUE,75,Unsatisfied,02-02-2025,2025-02,FALSE
415,Male,30,San Francisco,Gold,5763.41,186,4.8,FALSE,21,Satisfied,13-02-2025,2025-02,FALSE
416,Male,27,Miami,Silver,846.19,26,4.1,TRUE,509,Unsatisfied,25-01-2025,2025-01,TRUE
417,Female,37,Houston,Bronze,1115.75,33,3.4,FALSE,459,Neutral,27-02-2025,2025-02,TRUE
418,Female,31,New York,Gold,7465.38,254,4.5,TRUE,11,Satisfied,09-07-2025,2025-07,FALSE
419,Male,35,Los Angeles,Silver,2569.82,67,4.1,FALSE,333,Neutral,26-01-2025,2025-01,TRUE
420,Female,41,Chicago,Bronze,2830.39,70,3.6,TRUE,4,Unsatisfied,17-05-2026,2026-05,FALSE
421,Male,28,San Francisco,Gold,2859.92,106,4.9,FALSE,7,Satisfied,17-04-2026,2026-04,FALSE
422,Male,32,Miami,Silver,4121.25,137,3.8,TRUE,22,Unsatisfied,19-04-2025,2025-04,FALSE
423,Female,36,Houston,Bronze,3793.91,87,3,FALSE,26,Neutral,07-01-2025,2025-01,FALSE
424,Female,30,New York,Gold,6876.41,191,4.5,TRUE,11,Satisfied,20-05-2025,2025-05,FALSE
425,Male,34,Los Angeles,Silver,1010.77,28,4.2,FALSE,93,Neutral,10-02-2026,2026-02,TRUE
426,Female,43,Chicago,Bronze,1362.46,51,3.3,TRUE,27,Unsatisfied,08-07-2025,2025-07,FALSE
427,Male,30,San Francisco,Gold,4663.21,143,4.6,FALSE,11,Satisfied,26-12-2025,2025-12,FALSE
428,Male,27,Miami,Silver,2498.85,67,4.1,TRUE,185,Unsatisfied,23-05-2025,2025-05,TRUE
429,Female,37,Houston,Bronze,1419.75,52,3.4,FALSE,16,Neutral,09-06-2025,2025-06,FALSE
430,Female,31,New York,Gold,6878.81,214,4.5,TRUE,12,Satisfied,08-12-2024,2024-12,FALSE
431,Male,35,Los Angeles,Silver,3043.28,102,4.3,FALSE,11,Neutral,07-09-2025,2025-09,FALSE
432,Female,41,Chicago,Bronze,3048.36,75,3.6,TRUE,86,Unsatisfied,06-11-2024,2024-11,FALSE
433,Male,28,San Francisco,Gold,4464.36,115,4.9,FALSE,45,Satisfied,19-07-2025,2025-07,FALSE
434,Male,32,Miami,Silver,3004.09,70,3.8,TRUE,2,Unsatisfied,10-02-2026,2026-02,FALSE
435,Female,36,Houston,Bronze,3655.73,120,3.1,FALSE,167,Neutral,11-10-2024,2024-10,FALSE
436,Female,30,New York,Gold,5380.55,138,4.7,TRUE,26,Satisfied,15-06-2025,2025-06,FALSE
437,Male,34,Los Angeles,Silver,4854.26,140,4.1,FALSE,19,Neutral,02-09-2024,2024-09,FALSE
438,Female,43,Chicago,Bronze,2359.85,62,3.3,TRUE,7,Unsatisfied,24-09-2025,2025-09,FALSE
439,Male,30,San Francisco,Gold,3155.97,95,4.8,FALSE,501,Satisfied,22-09-2024,2024-09,TRUE
440,Male,27,Miami,Silver,724.11,26,4.1,TRUE,3,Unsatisfied,07-05-2026,2026-05,FALSE
441,Female,37,Houston,Bronze,3676.06,92,3.4,FALSE,44,Neutral,08-10-2024,2024-10,FALSE
442,Female,31,New York,Gold,655.3,18,4.5,TRUE,43,Satisfied,15-06-2026,2026-06,FALSE
443,Male,35,Los Angeles,Silver,1800.65,42,4.1,FALSE,5,Neutral,02-12-2025,2025-12,FALSE
444,Female,41,Chicago,Bronze,1993.16,69,3.6,TRUE,177,Unsatisfied,13-06-2025,2025-06,FALSE
445,Male,28,San Francisco,Gold,4926.68,154,4.9,FALSE,36,Satisfied,17-11-2025,2025-11,FALSE
446,Male,32,Miami,Silver,2027.18,66,3.8,TRUE,27,Unsatisfied,22-11-2025,2025-11,FALSE
447,Female,36,Houston,Bronze,199.63,8,3,FALSE,70,Neutral,15-05-2026,2026-05,FALSE
448,Female,30,New York,Gold,9706.36,292,4.5,TRUE,9,Satisfied,23-12-2024,2024-12,FALSE
449,Male,34,Los Angeles,Silver,814.97,34,4.2,FALSE,136,Neutral,22-06-2025,2025-06,TRUE
450,Female,43,Chicago,Bronze,484.14,13,3.3,TRUE,666,Unsatisfied,26-09-2024,2024-09,TRUE
