InvoiceNo,Customer ID,InvoiceDate,StockCode,Description,Category,Quantity,UnitPrice,Discount Applied Order,LineTotal
INV100340,134,12-03-2025,SKU003,Smartwatch,Electronics,5,129.4,FALSE,647
INV100340,134,12-03-2025,SKU010,Winter Jacket,Apparel,4,84.03,FALSE,336.12
INV100341,134,16-03-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,2,50.69,FALSE,101.38
INV100341,134,16-03-2025,SKU006,Men's Casual Shirt,Apparel,1,23.88,FALSE,23.88
INV100342,134,19-03-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,15.14,FALSE,75.7
INV100342,134,19-03-2025,SKU017,Hair Dryer,Beauty & Personal Care,4,27.62,FALSE,110.48
INV100342,134,19-03-2025,SKU025,Water Bottle 1L,Sports & Outdoors,2,11.65,FALSE,23.3
INV100342,134,19-03-2025,SKU026,Bestselling Novel,Books & Stationery,3,15.01,FALSE,45.03
INV100342,134,19-03-2025,SKU028,Fountain Pen,Books & Stationery,4,18.01,FALSE,72.04
INV100343,134,10-04-2025,SKU014,Memory Foam Pillow,Home & Kitchen,1,28.3,FALSE,28.3
INV100343,134,10-04-2025,SKU004,USB-C Charging Cable,Electronics,4,10.65,FALSE,42.6
INV100343,134,10-04-2025,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.75,FALSE,35
INV100343,134,10-04-2025,SKU007,Women's Summer Dress,Apparel,3,37.8,FALSE,113.4
INV100343,134,10-04-2025,SKU010,Winter Jacket,Apparel,3,86.36,FALSE,259.08
INV100344,134,24-04-2025,SKU028,Fountain Pen,Books & Stationery,5,17.8,FALSE,89
INV100345,134,11-05-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,5,76.1,FALSE,380.5
INV100345,134,11-05-2025,SKU018,Perfume 50ml,Beauty & Personal Care,1,41.32,FALSE,41.32
INV100345,134,11-05-2025,SKU026,Bestselling Novel,Books & Stationery,5,13.59,FALSE,67.95
INV100345,134,11-05-2025,SKU004,USB-C Charging Cable,Electronics,3,9.64,FALSE,28.92
INV100346,134,18-06-2025,SKU009,Running Shoes,Apparel,5,64.67,FALSE,323.35
INV100347,134,22-06-2025,SKU003,Smartwatch,Electronics,4,122.26,FALSE,489.04
INV100348,134,27-06-2025,SKU029,Desk Organizer,Books & Stationery,5,15.76,FALSE,78.8
INV100348,134,27-06-2025,SKU021,Yoga Mat,Sports & Outdoors,3,22.53,FALSE,67.59
INV100349,134,22-07-2025,SKU028,Fountain Pen,Books & Stationery,2,18.01,FALSE,36.02
INV100349,134,22-07-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,76.35,FALSE,305.4
INV100349,134,22-07-2025,SKU026,Bestselling Novel,Books & Stationery,5,13.09,FALSE,65.45
INV100349,134,22-07-2025,SKU020,Makeup Kit,Beauty & Personal Care,2,37.62,FALSE,75.24
INV100350,134,30-07-2025,SKU007,Women's Summer Dress,Apparel,4,37.18,FALSE,148.72
INV100351,134,05-08-2025,SKU008,Denim Jeans,Apparel,3,42.54,FALSE,127.62
INV100351,134,05-08-2025,SKU030,Sketchbook,Books & Stationery,2,10.45,FALSE,20.9
INV100352,134,04-09-2025,SKU002,Bluetooth Speaker,Electronics,5,33.92,FALSE,169.6
INV100352,134,04-09-2025,SKU028,Fountain Pen,Books & Stationery,5,17.16,FALSE,85.8
INV100352,134,04-09-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,22.89,FALSE,68.67
INV100352,134,04-09-2025,SKU030,Sketchbook,Books & Stationery,5,9.53,FALSE,47.65
INV100353,134,12-09-2025,SKU008,Denim Jeans,Apparel,5,42.1,FALSE,210.5
INV100353,134,12-09-2025,SKU020,Makeup Kit,Beauty & Personal Care,4,37.55,FALSE,150.2
INV100353,134,12-09-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,15.34,FALSE,76.7
INV100353,134,12-09-2025,SKU025,Water Bottle 1L,Sports & Outdoors,2,11.19,FALSE,22.38
INV100354,134,20-09-2025,SKU002,Bluetooth Speaker,Electronics,4,35.49,FALSE,141.96
INV100354,134,20-09-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,3,69.94,FALSE,209.82
INV100354,134,20-09-2025,SKU005,Laptop Sleeve,Electronics,1,20.79,FALSE,20.79
INV100354,134,20-09-2025,SKU001,Wireless Earbuds,Electronics,2,53.1,FALSE,106.2
INV100355,134,13-11-2025,SKU030,Sketchbook,Books & Stationery,4,10.31,FALSE,41.24
INV100355,134,13-11-2025,SKU014,Memory Foam Pillow,Home & Kitchen,3,30.99,FALSE,92.97
INV100356,134,16-11-2025,SKU030,Sketchbook,Books & Stationery,5,9.34,FALSE,46.7
INV100356,134,16-11-2025,SKU029,Desk Organizer,Books & Stationery,3,14.35,FALSE,43.05
INV100357,134,10-01-2026,SKU006,Men's Casual Shirt,Apparel,2,25.96,FALSE,51.92
INV100357,134,10-01-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,16.17,FALSE,48.51
INV100358,134,17-01-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,70.69,FALSE,141.38
INV100358,134,17-01-2026,SKU028,Fountain Pen,Books & Stationery,2,17.97,FALSE,35.94
INV100358,134,17-01-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,2,55.89,FALSE,111.78
INV100359,134,18-03-2026,SKU008,Denim Jeans,Apparel,3,41.85,FALSE,125.55
INV100359,134,18-03-2026,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.64,FALSE,34.56
INV100359,134,18-03-2026,SKU024,Cycling Helmet,Sports & Outdoors,2,31.24,FALSE,62.48
INV100359,134,18-03-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,36.14,FALSE,72.28
INV100360,134,21-03-2026,SKU013,LED Desk Lamp,Home & Kitchen,5,17.08,FALSE,85.4
INV100360,134,21-03-2026,SKU025,Water Bottle 1L,Sports & Outdoors,1,12.25,FALSE,12.25
INV100360,134,21-03-2026,SKU004,USB-C Charging Cable,Electronics,5,10.67,FALSE,53.35
INV100360,134,21-03-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,2,20.84,FALSE,41.68
INV100361,134,06-04-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,43.03,FALSE,86.06
INV100361,134,06-04-2026,SKU007,Women's Summer Dress,Apparel,4,39.74,FALSE,158.96
INV100361,134,06-04-2026,SKU020,Makeup Kit,Beauty & Personal Care,2,39.47,FALSE,78.94
INV100362,134,30-04-2026,SKU021,Yoga Mat,Sports & Outdoors,2,23.35,FALSE,46.7
INV100362,134,30-04-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,3,35.82,FALSE,107.46
INV100362,134,30-04-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,31.35,FALSE,31.35
INV100362,134,30-04-2026,SKU026,Bestselling Novel,Books & Stationery,4,13.98,FALSE,55.92
INV100363,134,26-05-2026,SKU025,Water Bottle 1L,Sports & Outdoors,4,11.32,FALSE,45.28
INV100363,134,26-05-2026,SKU027,Notebook Set (3-pack),Books & Stationery,5,8.66,FALSE,43.3
INV100363,134,26-05-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,40.62,FALSE,81.24
INV100363,134,26-05-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,33.56,FALSE,167.8
INV100364,134,29-05-2026,SKU010,Winter Jacket,Apparel,5,88.17,FALSE,440.85
INV100364,134,29-05-2026,SKU025,Water Bottle 1L,Sports & Outdoors,1,11.82,FALSE,11.82
INV100364,134,29-05-2026,SKU003,Smartwatch,Electronics,3,123.37,FALSE,370.11
INV100365,134,01-06-2026,SKU017,Hair Dryer,Beauty & Personal Care,1,25.82,FALSE,25.82
INV100366,134,19-06-2026,SKU021,Yoga Mat,Sports & Outdoors,5,23.1,FALSE,115.5
INV100366,134,19-06-2026,SKU009,Running Shoes,Apparel,3,68.83,FALSE,206.49
INV100366,134,19-06-2026,SKU013,LED Desk Lamp,Home & Kitchen,4,19.16,FALSE,76.64
INV100367,134,22-06-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,30.51,FALSE,30.51
INV100367,134,22-06-2026,SKU003,Smartwatch,Electronics,4,125.15,FALSE,500.6
INV100367,134,22-06-2026,SKU013,LED Desk Lamp,Home & Kitchen,2,16.88,FALSE,33.76
INV100367,134,22-06-2026,SKU030,Sketchbook,Books & Stationery,2,10.24,FALSE,20.48
INV100368,134,21-07-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,38.81,FALSE,194.05
INV100368,134,21-07-2026,SKU024,Cycling Helmet,Sports & Outdoors,4,27.62,FALSE,110.48
INV100369,135,13-04-2025,SKU020,Makeup Kit,Beauty & Personal Care,1,34.31,FALSE,34.31
INV100370,135,17-06-2025,SKU002,Bluetooth Speaker,Electronics,1,28.97,TRUE,28.97
INV100370,135,17-06-2025,SKU001,Wireless Earbuds,Electronics,5,41.57,TRUE,207.85
INV100370,135,17-06-2025,SKU030,Sketchbook,Books & Stationery,5,9.38,TRUE,46.9
INV100371,136,20-11-2024,SKU029,Desk Organizer,Books & Stationery,3,15.31,FALSE,45.93
INV100371,136,20-11-2024,SKU013,LED Desk Lamp,Home & Kitchen,1,18.49,FALSE,18.49
INV100371,136,20-11-2024,SKU005,Laptop Sleeve,Electronics,1,19.26,FALSE,19.26
INV100371,136,20-11-2024,SKU011,Non-Stick Frying Pan,Home & Kitchen,5,21.75,FALSE,108.75
INV100372,136,25-12-2024,SKU003,Smartwatch,Electronics,2,126.48,FALSE,252.96
INV100372,136,25-12-2024,SKU008,Denim Jeans,Apparel,4,42.76,FALSE,171.04
INV100373,136,17-02-2025,SKU021,Yoga Mat,Sports & Outdoors,1,22.14,FALSE,22.14
INV100373,136,17-02-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,36.05,FALSE,72.1
INV100373,136,17-02-2025,SKU014,Memory Foam Pillow,Home & Kitchen,1,32.12,FALSE,32.12
INV100374,136,15-03-2025,SKU024,Cycling Helmet,Sports & Outdoors,2,27.13,FALSE,54.26
INV100375,136,19-05-2025,SKU017,Hair Dryer,Beauty & Personal Care,1,28.98,FALSE,28.98
INV100375,136,19-05-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,16.87,FALSE,50.61
INV100375,136,19-05-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,69.67,FALSE,278.68
INV100375,136,19-05-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,1,19.6,FALSE,19.6
INV100375,136,19-05-2025,SKU028,Fountain Pen,Books & Stationery,4,16.46,FALSE,65.84
INV100376,136,16-11-2025,SKU030,Sketchbook,Books & Stationery,3,9.29,FALSE,27.87
INV100376,136,16-11-2025,SKU010,Winter Jacket,Apparel,5,94.7,FALSE,473.5
INV100376,136,16-11-2025,SKU026,Bestselling Novel,Books & Stationery,3,14.52,FALSE,43.56
INV100377,136,28-02-2026,SKU030,Sketchbook,Books & Stationery,4,10.56,FALSE,42.24
INV100377,136,28-02-2026,SKU017,Hair Dryer,Beauty & Personal Care,2,25.75,FALSE,51.5
INV100377,136,28-02-2026,SKU026,Bestselling Novel,Books & Stationery,1,14.21,FALSE,14.21
INV100377,136,28-02-2026,SKU028,Fountain Pen,Books & Stationery,2,15.97,FALSE,31.94
INV100378,136,08-05-2026,SKU026,Bestselling Novel,Books & Stationery,1,13.61,FALSE,13.61
INV100378,136,08-05-2026,SKU017,Hair Dryer,Beauty & Personal Care,1,26.01,FALSE,26.01
INV100379,137,02-10-2024,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,60.38,TRUE,120.76
INV100380,137,02-11-2024,SKU001,Wireless Earbuds,Electronics,3,51.17,FALSE,153.51
INV100381,137,18-11-2024,SKU027,Notebook Set (3-pack),Books & Stationery,3,8.49,FALSE,25.47
INV100381,137,18-11-2024,SKU014,Memory Foam Pillow,Home & Kitchen,1,32.06,FALSE,32.06
INV100381,137,18-11-2024,SKU025,Water Bottle 1L,Sports & Outdoors,3,12.8,FALSE,38.4
INV100381,137,18-11-2024,SKU002,Bluetooth Speaker,Electronics,4,37.32,FALSE,149.28
INV100382,137,23-11-2024,SKU004,USB-C Charging Cable,Electronics,5,9.2,FALSE,46
INV100382,137,23-11-2024,SKU003,Smartwatch,Electronics,3,120.89,FALSE,362.67
INV100382,137,23-11-2024,SKU002,Bluetooth Speaker,Electronics,2,32.72,FALSE,65.44
INV100382,137,23-11-2024,SKU008,Denim Jeans,Apparel,1,43.92,FALSE,43.92
INV100383,137,22-12-2024,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,37.73,FALSE,188.65
INV100384,137,17-01-2025,SKU024,Cycling Helmet,Sports & Outdoors,4,25.14,TRUE,100.56
INV100384,137,17-01-2025,SKU001,Wireless Earbuds,Electronics,1,43.3,TRUE,43.3
INV100384,137,17-01-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,70.76,TRUE,141.52
INV100385,137,22-03-2025,SKU030,Sketchbook,Books & Stationery,1,10.48,FALSE,10.48
INV100386,137,25-03-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,62.47,TRUE,249.88
INV100387,137,29-03-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,28.08,TRUE,56.16
INV100388,137,01-04-2025,SKU020,Makeup Kit,Beauty & Personal Care,1,35.72,FALSE,35.72
INV100389,137,11-04-2025,SKU002,Bluetooth Speaker,Electronics,5,30.25,TRUE,151.25
INV100389,137,11-04-2025,SKU005,Laptop Sleeve,Electronics,3,15.68,TRUE,47.04
INV100390,137,22-05-2025,SKU025,Water Bottle 1L,Sports & Outdoors,2,12.57,FALSE,25.14
INV100391,137,02-08-2025,SKU004,USB-C Charging Cable,Electronics,5,10.74,FALSE,53.7
INV100391,137,02-08-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,15.4,FALSE,46.2
INV100392,137,22-08-2025,SKU028,Fountain Pen,Books & Stationery,3,13.04,TRUE,39.12
INV100392,137,22-08-2025,SKU018,Perfume 50ml,Beauty & Personal Care,5,35.6,TRUE,178
INV100392,137,22-08-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,2,12.15,TRUE,24.3
INV100393,137,28-09-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,2,19.92,FALSE,39.84
INV100394,137,30-12-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,21.11,TRUE,42.22
INV100395,137,02-01-2026,SKU002,Bluetooth Speaker,Electronics,2,28.77,TRUE,57.54
INV100395,137,02-01-2026,SKU028,Fountain Pen,Books & Stationery,3,14.12,TRUE,42.36
INV100396,137,25-02-2026,SKU010,Winter Jacket,Apparel,1,90.47,FALSE,90.47
INV100396,137,25-02-2026,SKU013,LED Desk Lamp,Home & Kitchen,3,17.48,FALSE,52.44
INV100396,137,25-02-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,41.04,FALSE,205.2
INV100397,137,06-03-2026,SKU021,Yoga Mat,Sports & Outdoors,1,18.61,TRUE,18.61
INV100398,137,09-03-2026,SKU024,Cycling Helmet,Sports & Outdoors,1,27.09,FALSE,27.09
INV100398,137,09-03-2026,SKU020,Makeup Kit,Beauty & Personal Care,3,36.6,FALSE,109.8
INV100398,137,09-03-2026,SKU029,Desk Organizer,Books & Stationery,3,15.52,FALSE,46.56
INV100398,137,09-03-2026,SKU005,Laptop Sleeve,Electronics,2,20.24,FALSE,40.48
INV100398,137,09-03-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,15.96,FALSE,47.88
INV100399,137,20-03-2026,SKU013,LED Desk Lamp,Home & Kitchen,5,17.98,FALSE,89.9
INV100399,137,20-03-2026,SKU025,Water Bottle 1L,Sports & Outdoors,5,11.08,FALSE,55.4
INV100399,137,20-03-2026,SKU001,Wireless Earbuds,Electronics,3,53.53,FALSE,160.59
INV100400,137,23-05-2026,SKU002,Bluetooth Speaker,Electronics,1,25.97,TRUE,25.97
INV100400,137,23-05-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,4,26.03,TRUE,104.12
INV100400,137,23-05-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,2,44.7,TRUE,89.4
INV100401,137,03-06-2026,SKU006,Men's Casual Shirt,Apparel,1,26.74,FALSE,26.74
INV100402,137,19-06-2026,SKU020,Makeup Kit,Beauty & Personal Care,3,34.41,FALSE,103.23
INV100402,137,19-06-2026,SKU030,Sketchbook,Books & Stationery,2,10.37,FALSE,20.74
INV100402,137,19-06-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,5,18.66,FALSE,93.3
INV100403,137,25-06-2026,SKU005,Laptop Sleeve,Electronics,2,17.69,TRUE,35.38
INV100404,137,28-06-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,39.39,FALSE,78.78
INV100405,138,23-04-2025,SKU021,Yoga Mat,Sports & Outdoors,3,23.03,FALSE,69.09
INV100405,138,23-04-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,4,55.78,FALSE,223.12
INV100405,138,23-04-2025,SKU018,Perfume 50ml,Beauty & Personal Care,5,42.25,FALSE,211.25
INV100405,138,23-04-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,69.39,FALSE,277.56
INV100406,138,07-06-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,15.55,FALSE,77.75
INV100406,138,07-06-2025,SKU002,Bluetooth Speaker,Electronics,1,34.96,FALSE,34.96
INV100406,138,07-06-2025,SKU005,Laptop Sleeve,Electronics,2,20.18,FALSE,40.36
INV100407,138,22-08-2025,SKU005,Laptop Sleeve,Electronics,3,20.56,FALSE,61.68
INV100407,138,22-08-2025,SKU006,Men's Casual Shirt,Apparel,1,24.26,FALSE,24.26
INV100408,138,09-09-2025,SKU020,Makeup Kit,Beauty & Personal Care,2,37.49,FALSE,74.98
INV100408,138,09-09-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,5,72.77,FALSE,363.85
INV100408,138,09-09-2025,SKU030,Sketchbook,Books & Stationery,3,9.72,FALSE,29.16
INV100408,138,09-09-2025,SKU013,LED Desk Lamp,Home & Kitchen,3,18.41,FALSE,55.23
INV100409,138,12-09-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,1,15.84,FALSE,15.84
INV100409,138,12-09-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,1,50.91,FALSE,50.91
INV100409,138,12-09-2025,SKU005,Laptop Sleeve,Electronics,5,21.13,FALSE,105.65
INV100409,138,12-09-2025,SKU021,Yoga Mat,Sports & Outdoors,1,22.02,FALSE,22.02
INV100410,138,26-09-2025,SKU029,Desk Organizer,Books & Stationery,3,13.82,FALSE,41.46
INV100411,138,25-10-2025,SKU020,Makeup Kit,Beauty & Personal Care,3,39.68,FALSE,119.04
INV100411,138,25-10-2025,SKU014,Memory Foam Pillow,Home & Kitchen,3,28.97,FALSE,86.91
INV100411,138,25-10-2025,SKU007,Women's Summer Dress,Apparel,1,42.69,FALSE,42.69
INV100411,138,25-10-2025,SKU021,Yoga Mat,Sports & Outdoors,5,22.19,FALSE,110.95
INV100412,138,05-11-2025,SKU006,Men's Casual Shirt,Apparel,3,25.19,FALSE,75.57
INV100412,138,05-11-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,4,42.83,FALSE,171.32
INV100412,138,05-11-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,22.14,FALSE,66.42
INV100413,138,22-11-2025,SKU006,Men's Casual Shirt,Apparel,1,25.78,FALSE,25.78
INV100413,138,22-11-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,69.33,FALSE,138.66
INV100413,138,22-11-2025,SKU008,Denim Jeans,Apparel,5,46.72,FALSE,233.6
INV100414,138,01-02-2026,SKU017,Hair Dryer,Beauty & Personal Care,5,26.24,FALSE,131.2
INV100414,138,01-02-2026,SKU004,USB-C Charging Cable,Electronics,1,10.3,FALSE,10.3
INV100414,138,01-02-2026,SKU027,Notebook Set (3-pack),Books & Stationery,3,8.37,FALSE,25.11
INV100414,138,01-02-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,4,42.13,FALSE,168.52
INV100414,138,01-02-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,3,21.29,FALSE,63.87
INV100415,138,13-02-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,36.74,FALSE,183.7
INV100415,138,13-02-2026,SKU018,Perfume 50ml,Beauty & Personal Care,3,41.28,FALSE,123.84
INV100415,138,13-02-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,23.01,FALSE,69.03
INV100416,138,11-03-2026,SKU025,Water Bottle 1L,Sports & Outdoors,4,11.29,FALSE,45.16
INV100416,138,11-03-2026,SKU020,Makeup Kit,Beauty & Personal Care,4,37.06,FALSE,148.24
INV100416,138,11-03-2026,SKU018,Perfume 50ml,Beauty & Personal Care,3,41.61,FALSE,124.83
INV100416,138,11-03-2026,SKU004,USB-C Charging Cable,Electronics,1,9.56,FALSE,9.56
INV100417,138,09-04-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,1,14.86,FALSE,14.86
INV100417,138,09-04-2026,SKU017,Hair Dryer,Beauty & Personal Care,4,29.56,FALSE,118.24
INV100417,138,09-04-2026,SKU021,Yoga Mat,Sports & Outdoors,2,21.44,FALSE,42.88
INV100418,138,23-06-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,15.74,FALSE,62.96
INV100418,138,23-06-2026,SKU021,Yoga Mat,Sports & Outdoors,2,22.09,FALSE,44.18
INV100418,138,23-06-2026,SKU005,Laptop Sleeve,Electronics,1,18.67,FALSE,18.67
INV100418,138,23-06-2026,SKU006,Men's Casual Shirt,Apparel,5,26.69,FALSE,133.45
INV100418,138,23-06-2026,SKU004,USB-C Charging Cable,Electronics,5,10.5,FALSE,52.5
INV100419,138,14-07-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,1,43.09,FALSE,43.09
INV100419,138,14-07-2026,SKU027,Notebook Set (3-pack),Books & Stationery,3,8.63,FALSE,25.89
INV100419,138,14-07-2026,SKU002,Bluetooth Speaker,Electronics,4,35.34,FALSE,141.36
INV100419,138,14-07-2026,SKU009,Running Shoes,Apparel,1,63.21,FALSE,63.21
INV100420,139,12-11-2024,SKU014,Memory Foam Pillow,Home & Kitchen,4,29.17,FALSE,116.68
INV100421,139,02-12-2024,SKU024,Cycling Helmet,Sports & Outdoors,5,29.26,FALSE,146.3
INV100421,139,02-12-2024,SKU009,Running Shoes,Apparel,4,60.16,FALSE,240.64
INV100421,139,02-12-2024,SKU020,Makeup Kit,Beauty & Personal Care,1,39.9,FALSE,39.9
INV100421,139,02-12-2024,SKU004,USB-C Charging Cable,Electronics,4,10.69,FALSE,42.76
INV100422,139,13-12-2024,SKU010,Winter Jacket,Apparel,5,73.29,TRUE,366.45
INV100422,139,13-12-2024,SKU019,Electric Toothbrush,Beauty & Personal Care,3,15.11,TRUE,45.33
INV100422,139,13-12-2024,SKU021,Yoga Mat,Sports & Outdoors,4,17.44,TRUE,69.76
INV100422,139,13-12-2024,SKU001,Wireless Earbuds,Electronics,4,42.96,TRUE,171.84
INV100423,139,21-12-2024,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,21.47,TRUE,85.88
INV100423,139,21-12-2024,SKU001,Wireless Earbuds,Electronics,5,43.07,TRUE,215.35
INV100423,139,21-12-2024,SKU005,Laptop Sleeve,Electronics,3,17.52,TRUE,52.56
INV100423,139,21-12-2024,SKU012,Ceramic Dinner Set,Home & Kitchen,3,48.19,TRUE,144.57
INV100424,139,25-01-2025,SKU010,Winter Jacket,Apparel,3,95.88,FALSE,287.64
INV100424,139,25-01-2025,SKU003,Smartwatch,Electronics,1,131.33,FALSE,131.33
INV100424,139,25-01-2025,SKU007,Women's Summer Dress,Apparel,5,39.62,FALSE,198.1
INV100425,140,10-07-2025,SKU028,Fountain Pen,Books & Stationery,5,17.58,FALSE,87.9
INV100425,140,10-07-2025,SKU029,Desk Organizer,Books & Stationery,4,14.73,FALSE,58.92
INV100425,140,10-07-2025,SKU002,Bluetooth Speaker,Electronics,4,36.97,FALSE,147.88
INV100425,140,10-07-2025,SKU009,Running Shoes,Apparel,5,65.72,FALSE,328.6
INV100426,140,11-08-2025,SKU030,Sketchbook,Books & Stationery,1,10.22,FALSE,10.22
INV100426,140,11-08-2025,SKU014,Memory Foam Pillow,Home & Kitchen,5,30.31,FALSE,151.55
INV100426,140,11-08-2025,SKU007,Women's Summer Dress,Apparel,4,39.97,FALSE,159.88
INV100427,140,17-08-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,15.42,FALSE,61.68
INV100427,140,17-08-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,4,37.56,FALSE,150.24
INV100427,140,17-08-2025,SKU028,Fountain Pen,Books & Stationery,4,18.32,FALSE,73.28
INV100428,140,09-09-2025,SKU006,Men's Casual Shirt,Apparel,5,26.66,FALSE,133.3
INV100428,140,09-09-2025,SKU024,Cycling Helmet,Sports & Outdoors,5,29.5,FALSE,147.5
INV100428,140,09-09-2025,SKU002,Bluetooth Speaker,Electronics,4,33.15,FALSE,132.6
INV100428,140,09-09-2025,SKU003,Smartwatch,Electronics,1,135.51,FALSE,135.51
INV100429,140,16-10-2025,SKU009,Running Shoes,Apparel,3,68.82,FALSE,206.46
INV100429,140,16-10-2025,SKU025,Water Bottle 1L,Sports & Outdoors,5,11.76,FALSE,58.8
INV100429,140,16-10-2025,SKU013,LED Desk Lamp,Home & Kitchen,1,18.01,FALSE,18.01
INV100430,140,26-10-2025,SKU014,Memory Foam Pillow,Home & Kitchen,4,28.33,FALSE,113.32
INV100430,140,26-10-2025,SKU013,LED Desk Lamp,Home & Kitchen,1,18.96,FALSE,18.96
INV100430,140,26-10-2025,SKU007,Women's Summer Dress,Apparel,5,37.1,FALSE,185.5
INV100430,140,26-10-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,3,18.44,FALSE,55.32
INV100430,140,26-10-2025,SKU018,Perfume 50ml,Beauty & Personal Care,1,40.68,FALSE,40.68
INV100431,140,11-11-2025,SKU013,LED Desk Lamp,Home & Kitchen,4,18.84,FALSE,75.36
INV100431,140,11-11-2025,SKU006,Men's Casual Shirt,Apparel,4,25.36,FALSE,101.44
INV100431,140,11-11-2025,SKU007,Women's Summer Dress,Apparel,2,37.78,FALSE,75.56
INV100432,140,05-02-2026,SKU010,Winter Jacket,Apparel,2,90.62,FALSE,181.24
INV100432,140,05-02-2026,SKU009,Running Shoes,Apparel,5,69,FALSE,345
INV100433,140,08-02-2026,SKU004,USB-C Charging Cable,Electronics,1,9.94,FALSE,9.94
INV100433,140,08-02-2026,SKU013,LED Desk Lamp,Home & Kitchen,2,17.93,FALSE,35.86
INV100433,140,08-02-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,32.83,FALSE,164.15
INV100434,140,08-04-2026,SKU014,Memory Foam Pillow,Home & Kitchen,5,31.74,FALSE,158.7
INV100434,140,08-04-2026,SKU029,Desk Organizer,Books & Stationery,4,14.62,FALSE,58.48
INV100434,140,08-04-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,16.04,FALSE,48.12
INV100434,140,08-04-2026,SKU006,Men's Casual Shirt,Apparel,2,26.19,FALSE,52.38
INV100434,140,08-04-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,39.98,FALSE,79.96
INV100435,140,09-07-2026,SKU008,Denim Jeans,Apparel,3,45.09,FALSE,135.27
INV100435,140,09-07-2026,SKU026,Bestselling Novel,Books & Stationery,4,14.46,FALSE,57.84
INV100435,140,09-07-2026,SKU018,Perfume 50ml,Beauty & Personal Care,4,45.77,FALSE,183.08
